,trained_lang,rho,p_value
0,ar,-0.49999999999999994,0.39100221895577053
1,de,0.49999999999999994,0.39100221895577053
2,en,0.09999999999999999,0.8728885715695383
3,he,0.19999999999999998,0.747060078104662
4,zh,-0.7999999999999999,0.10408803866182788
